0,1,2
VJ102DNB,5201,VIIRS:JPSS1
VJ102IMG,5201,VIIRS:JPSS1
VJ102MOD,5201,VIIRS:JPSS1
VJ103DNB,5201,VIIRS:JPSS1
VJ103IMG,5201,VIIRS:JPSS1
VJ103MOD,5201,VIIRS:JPSS1
AERDB_D3_VIIRS_NOAA20,5200,VIIRS:NOAA20
AERDB_D3_VIIRS_SNPP,5200:5111,VIIRS:Suomi-NPP
AERDB_L2_VIIRS_NOAA20,5200,VIIRS:NOAA20
AERDB_L2_VIIRS_SNPP,5200:5111,VIIRS:Suomi-NPP
AERDB_M3_VIIRS_NOAA20,5200,VIIRS:NOAA20
AERDB_M3_VIIRS_SNPP,5200:5111,VIIRS:Suomi-NPP
AERDT_L2_VIIRS_NOAA20,5200,VIIRS:NOAA20
AERDT_L2_VIIRS_SNPP,5200:5111,VIIRS:Suomi-NPP
FSNRAD_L2_VIIRS_CRIS_NOAA20,5200:5110,VIIRS-CrIS fusion:NOAA20
FSNRAD_L2_VIIRS_CRIS_SNPP,5200:5110,VIIRS-CrIS fusion:Suomi-NPP
V1S02DNB,5200,VIIRS:JPSS1
V1S03DNB,5200,VIIRS:JPSS1
VJ103IMGLL,5200,VIIRS:JPSS1
VJ103MODLL,5200,VIIRS:JPSS1
VJ104ANC,5200,VIIRS:JPSS1
VJ109A1,5200,VIIRS:JPSS1
VJ109CMG,5200,VIIRS:JPSS1
VJ109GA,5200,VIIRS:JPSS1
VJ109H1,5200,VIIRS:JPSS1
VJ113A1,5200,VIIRS:JPSS1
VJ113A2,5200,VIIRS:JPSS1
VJ113A3,5200,VIIRS:JPSS1
VJ113C1,5200,VIIRS:JPSS1
VJ113C2,5200,VIIRS:JPSS1
VJ114,5200,VIIRS:JPSS1
VJ114A1,5200,VIIRS:JPSS1
VJ115A2H,5200,VIIRS:JPSS1
VJ121,5200,VIIRS:JPSS1
VJ121A1D,5200,VIIRS:JPSS1
VJ121A1N,5200,VIIRS:JPSS1
VJ121A2,5200,VIIRS:JPSS1
VJ121C1,5200,VIIRS:JPSS1
VJ121C2,5200,VIIRS:JPSS1
VJ121C3,5200,VIIRS:JPSS1
VJ202DNB,5200,VIIRS:JPSS2
VJ202IMG,5200,VIIRS:JPSS2
VJ202MOD,5200,VIIRS:JPSS2
VJ203DNB,5200,VIIRS:JPSS2
VJ203IMG,5200,VIIRS:JPSS2
VJ203IMGLL,5200,VIIRS:JPSS2
VJ203MOD,5200,VIIRS:JPSS2
VJ203MODLL,5200,VIIRS:JPSS2
VNP02DNB,5200,VIIRS:Suomi-NPP
VNP02IMG,5200,VIIRS:Suomi-NPP
VNP02MOD,5200,VIIRS:Suomi-NPP
VNP03DNB,5200,VIIRS:Suomi-NPP
VNP03IMG,5200,VIIRS:Suomi-NPP
VNP03IMGLL,5000:5200,VIIRS:Suomi-NPP
VNP03MOD,5200,VIIRS:Suomi-NPP
VNP03MODLL,5000:5200,VIIRS:Suomi-NPP
VNP04ANC,5200:5000,VIIRS:Suomi-NPP
VNP09A1,5000:5200,VIIRS:Suomi-NPP
VNP09CMG,5000:5200,VIIRS:Suomi-NPP
VNP09GA,5000:5200,VIIRS:Suomi-NPP
VNP09H1,5000:5200,VIIRS:Suomi-NPP
VNP13A1,5200:5000,VIIRS:Suomi-NPP
VNP13A2,5200:5000,VIIRS:Suomi-NPP
VNP13A3,5200:5000,VIIRS:Suomi-NPP
VNP13C1,5200:5000,VIIRS:Suomi-NPP
VNP13C2,5200:5000,VIIRS:Suomi-NPP
VNP14,5000:5200,VIIRS:Suomi-NPP
VNP14A1,5000:5200,VIIRS:Suomi-NPP
VNP15A2H,5200:5000,VIIRS:Suomi-NPP
VNP21,5000:5200,VIIRS:Suomi-NPP
VNP21A1D,5000:5200,VIIRS:Suomi-NPP
VNP21A1N,5000:5200,VIIRS:Suomi-NPP
VNP21A2,5000:5200,VIIRS:Suomi-NPP
VNP21C1,5200,VIIRS:Suomi-NPP
VNP21C2,5200,VIIRS:Suomi-NPP
VNP21C3,5200,VIIRS:Suomi-NPP
CLDPROP_D3_MODIS_Aqua,5111,MODIS:Aqua
CLDPROP_D3_VIIRS_NOAA20,5111,VIIRS:NOAA20
CLDPROP_D3_VIIRS_SNPP,5111,VIIRS:Suomi-NPP
CLDPROP_L2_MODIS_Aqua,5111,MODIS:Aqua
CLDPROP_L2_VIIRS_NOAA20,5111,VIIRS:NOAA20
CLDPROP_L2_VIIRS_SNPP,5111,VIIRS:Suomi-NPP
CLDPROP_M3_MODIS_Aqua,5111,MODIS:Aqua
CLDPROP_M3_VIIRS_NOAA20,5111,VIIRS:NOAA20
CLDPROP_M3_VIIRS_SNPP,5111,VIIRS:Suomi-NPP
CLDCR_L2_VIIRS_SNPP,5110,VIIRS:Suomi-NPP
CLDMSK_L2_MODIS_Aqua,5110,MODIS:Aqua
CLDMSK_L2_VIIRS_NOAA20,5110,VIIRS:NOAA20
CLDMSK_L2_VIIRS_SNPP,5110,VIIRS:Suomi-NPP
WATVP_D3_VIIRS_SNPP,5110,VIIRS:Suomi-NPP
WATVP_L2_VIIRS_SNPP,5110,VIIRS:Suomi-NPP
WATVP_M3_VIIRS_SNPP,5110,VIIRS:Suomi-NPP
NPP_IMFTS_L1,5000,VIIRS:Suomi-NPP
NPP_MOFTS_L1,5000,VIIRS:Suomi-NPP
NPP_VDNES_L1,5000,VIIRS:Suomi-NPP
NPP_VIAES_L1,5000,VIIRS:Suomi-NPP
NPP_VMAES_L1,5000,VIIRS:Suomi-NPP
NPP_VOBCIPS_L1,5000,VIIRS:Suomi-NPP
TLE_VGD,5000,Ancillary
USNOPW_VGD,5000,Ancillary
VNP01,5000,VIIRS:Suomi-NPP
VNP09,5000,VIIRS:Suomi-NPP
VNP14C,5000,VIIRS:Suomi-NPP
VNP14IMG,5000,VIIRS:Suomi-NPP
VNP22C2,5000,VIIRS:Suomi-NPP
VNP22Q2,5000,VIIRS:Suomi-NPP
VNP43C1,5000,VIIRS:Suomi-NPP
VNP43C2,5000,VIIRS:Suomi-NPP
VNP43C3,5000,VIIRS:Suomi-NPP
VNP43C4,5000,VIIRS:Suomi-NPP
VNP43D01,5000,VIIRS:Suomi-NPP
VNP43D02,5000,VIIRS:Suomi-NPP
VNP43D03,5000,VIIRS:Suomi-NPP
VNP43D04,5000,VIIRS:Suomi-NPP
VNP43D05,5000,VIIRS:Suomi-NPP
VNP43D06,5000,VIIRS:Suomi-NPP
VNP43D07,5000,VIIRS:Suomi-NPP
VNP43D08,5000,VIIRS:Suomi-NPP
VNP43D09,5000,VIIRS:Suomi-NPP
VNP43D10,5000,VIIRS:Suomi-NPP
VNP43D11,5000,VIIRS:Suomi-NPP
VNP43D12,5000,VIIRS:Suomi-NPP
VNP43D13,5000,VIIRS:Suomi-NPP
VNP43D14,5000,VIIRS:Suomi-NPP
